"id","jurisdiction_id","full_name","level","short_name"
"C0209101","J0209","Circuit Court of the 20th Judicial Circuit of Florida, Hendry County","ST","Hendry County Circuit Court"
"C0209102","J0209","Circuit Court of the 1st Judicial Circuit of Florida, Walton County","ST","Walton County Circuit Court"
"C0209103","J0209","Circuit Court of the 10th Judicial Circuit of Florida, Highlands County","ST","Highlands County Circuit Court"
"C0209104","J0209","Circuit Court of the 20th Judicial Circuit of Florida, Glades County","ST","Glades County Circuit Court"
"C0209105","J0209","Miami Beach Municipal Court","ST","Miami Beach Municipal Court"
"C0209106","J0209","Charlotte County Judge's Court","ST","Charlotte County Judge's Court"
"C0209107","J0209","Palm Beach County Small Claims Court","ST","Palm Beach County Small Claims Court"
"C0209108","J0209","Circuit Court of the 2nd Judicial Circuit of Florida, Gadsden County","ST","Gadsden County Circuit Court"
"C0209109","J0209","State of Florida Department of Environmental Regulation","SS","State of Florida Department of Environmental Regulation"
"C0209110","J0209","Circuit Court of the 20th Judicial Circuit of Florida, Charlotte County","ST","Charlotte County Circuit Court"
"C0209111","J0209","Florida Department of Health and Rehabilitative Services","SS","Florida Department of Health and Rehabilitative Services"
"C0209112","J0209","Leon County Court","ST","Leon County Court"
"C0209113","J0209","Lee County Judge's Court","ST","Lee County Judge's Court"
"C0209114","J0209","Broward County Civil and Criminal Court of Record","ST","Broward County Court of Record"
"C0209115","J0209","Flagler County Court","ST","Flagler County Court"
"C0209116","J0209","Seminole County Court","ST","Seminole County Court"
"C0209117","J0209","Circuit Court of the 10th Judicial Circuit of Florida, Hardee County","ST","Hardee County Circuit Court"
"C0209118","J0209","Circuit Court of the 14th Judicial Circuit of Florida, Calhoun County","ST","Calhoun County Circuit Court"
"C0210001","J0210","District of Columbia Court of Appeals","S","District of Columbia Court of Appeals"
"C0210002","J0210","District of Columbia Criminal Court","ST","District of Columbia Criminal Court"
"C0210003","J0210","District of Columbia Orphans' Court","SS","District of Columbia Orphans' Court"
"C0211001","J0211","District Court, N.D. Georgia","FD","N.D. Georgia"
"C0211002","J0211","District Court, S.D. Georgia","FD","S.D. Georgia"
"C0211003","J0211","Court of Appeals of Georgia","SA","Court of Appeals of Georgia"
"C0211004","J0211","Supreme Court of Georgia","S","Supreme Court of Georgia"
"C0211005","J0211","United States Bankruptcy Court, N.D. Georgia","FB","N.D. Georgia"
"C0211006","J0211","District Court, M.D. Georgia","FD","M.D. Georgia"
"C0211007","J0211","U.S. Circuit Court for the Southern District of Georgia","FA","U.S. Circuit Court for the Southern District of Georgia"
"C0211008","J0211","U.S. Circuit Court for the Northern District of Georgia","FA","U.S. Circuit Court for the Northern District of Georgia"
"C0211009","J0211","Fulton Circuit Court","ST","Fulton Circuit Court"
"C0211010","J0211","Chatham Superior Court, Ga.","ST","Chatham Superior Court, Ga."
"C0211011","J0211","Harris County Superior Court, Ga.","ST","Harris County Superior Court, Ga."
"C0211012","J0211","Meriwether County Superior Court, Ga.","ST","Meriwether County Superior Court, Ga."
"C0211013","J0211","United States Bankruptcy Court, M.D. Georgia","FB","M.D. Georgia"
"C0211014","J0211","District Court, D. Georgia","FD","D. Georgia"
"C0211015","J0211","Fulton County Court of Quarter Sessions","ST","Fulton County Court of Quarter Sessions"
"C0211016","J0211","Georgia Court of Oyer and Terminer","SS","Georgia Court of Oyer and Terminer"
"C0211017","J0211","Talliaferro County Superior Court, Ga.","ST","Talliaferro County Superior Court, Ga."
"C0211018","J0211","Richmond Superior Court, Ga.","ST","Richmond Superior Court, Ga."
"C0211019","J0211","United States Bankruptcy Court, S.D. Georgia","FB","S.D. Georgia"
"C0211020","J0211","Coweta County Superior Court, Ga.","ST","Coweta County Superior Court, Ga."
"C0211021","J0211","Morrow Circuit Court","ST","Morrow Circuit Court"
"C0211022","J0211","Fayette County Probate Court","ST","Fayette County Probate Court"
"C0211023","J0211","Houston Superior Court, Ga.","ST","Houston Superior Court, Ga."
"C0211024","J0211","U.S. Circuit Court for the District of Georgia","FA","U.S. Circuit Court for the District of Georgia"
"C0211025","J0211","Wilkes County Superior Court, Ga.","ST","Wilkes County Superior Court, Ga."
"C0211026","J0211","Paulding Circuit Court","ST","Paulding Circuit Court"
"C0211027","J0211","Marion County Superior Court, Ga.","ST","Marion County Superior Court, Ga."
"C0211028","J0211","Early County Superior Court, Ga.","ST","Early County Superior Court, Ga."
"C0211029","J0211","Fayette Superior Court, Ga.","ST","Fayette Superior Court, Ga."
"C0211030","J0211","Fulton County Court of Common Pleas","ST","Fulton County Court of Common Pleas"
"C0211031","J0211","Burke County Superior Court, Ga.","ST","Burke County Superior Court, Ga."
"C0211032","J0211","Franklin County Superior Court, Ga.","ST","Franklin County Superior Court, Ga."
"C0211033","J0211","Clarke County Superior Court, Ga.","ST","Clarke County Superior Court, Ga."
"C0211034","J0211","Cobb County Superior Court, Ga.","ST","Cobb County Superior Court, Ga."
"C0211035","J0211","Randolph County Superior Court, Ga.","ST","Randolph County Superior Court, Ga."
"C0211036","J0211","Columbia County Superior Court, Ga.","ST","Columbia County Superior Court, Ga."
"C0211037","J0211","Elbert County Superior Court, Ga.","ST","Elbert County Superior Court, Ga."
"C0211038","J0211","Oglethorpe County Superior Court, Ga.","ST","Oglethorpe County Superior Court, Ga."
"C0211039","J0211","Union County Probate Court","ST","Union County Probate Court"
"C0211040","J0211","Gwinnett County Superior Court, Ga.","ST","Gwinnett County Superior Court, Ga."
"C0211041","J0211","Heard County Superior Court, Ga.","ST","Heard County Superior Court, Ga."
"C0211042","J0211","Muscogee County Superior Court, Ga.","ST","Muscogee County Superior Court, Ga."
"C0211043","J0211","Lee County Superior Court, Ga.","ST","Lee County Superior Court, Ga."
"C0211044","J0211","Putnam County Probate Court","ST","Putnam County Probate Court"
"C0211045","J0211","Fulton County Probate Court","ST","Fulton County Probate Court"
"C0211046","J0211","Talbot County Superior Court, Ga.","ST","Talbot County Superior Court, Ga."
"C0211047","J0211","Hancock County Superior Court, Ga.","ST","Hancock County Superior Court, Ga."
"C0211048","J0211","DeKalb County Superior Court, Ga.","ST","DeKalb County Superior Court, Ga."
"C0211049","J0211","Liberty County Superior Court, Ga.","ST","Liberty County Superior Court, Ga."
"C0211050","J0211","Sumter County Superior Court, Ga.","ST","Sumter County Superior Court, Ga."
"C0211051","J0211","Walton County Superior Court, Ga.","ST","Walton County Superior Court, Ga."
"C0211052","J0211","Fulton County Court of Oyer and Terminer","ST","Fulton County Court of Oyer and Terminer"
"C0211053","J0211","Henry County Probate Court","ST","Henry County Probate Court"
"C0211054","J0211","Washington County Superior Court, Ga.","ST","Washington County Superior Court, Ga."
"C0211055","J0211","Clarke County Probate Court","ST","Clarke County Probate Court"
"C0211056","J0211","Macon County Superior Court, Ga.","ST","Macon County Superior Court, Ga."
"C0211057","J0211","Clark County Superior Court, Ga.","ST","Clark County Superior Court, Ga."
"C0211058","J0211","Athens Circuit Court","ST","Athens Circuit Court"
"C0211059","J0211","Hall County Superior Court, Ga.","ST","Hall County Superior Court, Ga."
"C0211060","J0211","Seriven County Superior Court, Ga.","ST","Seriven County Superior Court, Ga."
"C0211061","J0211","Pike County Probate Court","ST","Pike County Probate Court"
"C0211062","J0211","Pike Superior Court, Ga.","ST","Pike Superior Court, Ga."
"C0211063","J0211","Troup County Superior Court, Ga.","ST","Troup County Superior Court, Ga."
"C0211064","J0211","Lincoln County Superior Court, Ga.","ST","Lincoln County Superior Court, Ga."
"C0211065","J0211","Carroll County Superior Court, Ga.","ST","Carroll County Superior Court, Ga."
"C0211066","J0211","Decatur County Superior Court, Ga.","ST","Decatur County Superior Court, Ga."
"C0211067","J0211","Habersham County Superior Court, Ga.","ST","Habersham County Superior Court, Ga."
"C0212001","J0212","Supreme Court of Guam","S","Supreme Court of Guam"
"C0213001","J0213","District Court, D. Hawaii","FD","D. Hawaii"
"C0213002","J0213","Hawaii Supreme Court","S","Hawaii Supreme Court"
"C0213003","J0213","United States Bankruptcy Court, D. Hawaii","FB","D. Hawaii"
"C0213004","J0213","Hawaii Intermediate Court of Appeals","SA","Hawaii Intermediate Court of Appeals"
"C0214001","J0214","District Court, D. Idaho","FD","D. Idaho"
"C0214002","J0214","United States Bankruptcy Court, D. Idaho","FB","D. Idaho"
"C0214003","J0214","Idaho Supreme Court","S","Idaho Supreme Court"
"C0214004","J0214","Idaho Court of Appeals","SA","Idaho Court of Appeals"
"C0214005","J0214","U.S. Circuit Court for the District of Idaho","FA","U.S. Circuit Court for the District of Idaho"
"C0215001","J0215","District Court, N.D. Illinois","FD","N.D. Illinois"
"C0215002","J0215","District Court, S.D. Illinois","FD","S.D. Illinois"
"C0215003","J0215","Appellate Court of Illinois","SA","Appellate Court of Illinois"
"C0215004","J0215","Illinois Supreme Court","S","Illinois Supreme Court"
"C0215005","J0215","District Court, E.D. Illinois","FD","E.D. Illinois"
"C0215006","J0215","United States Bankruptcy Court, C.D. Illinois","FB","C.D. Illinois"
"C0215007","J0215","United States Bankruptcy Court, N.D. Illinois","FB","N.D. Illinois"
"C0215008","J0215","Illinois Circuit Court","ST","Illinois Circuit Court"
"C0215009","J0215","Court of Claims of Illinois","ST","Court of Claims of Illinois"
"C0215010","J0215","District Court, C.D. Illinois","FD","C.D. Illinois"
"C0215011","J0215","U.S. Circuit Court for the Northern District of Illnois","FA","U.S. Circuit Court for the Northern District of Illnois"
"C0215012","J0215","U.S. Circuit Court for the Southern District of Illnois","FA","U.S. Circuit Court for the Southern District of Illnois"
"C0215013","J0215","United States Bankruptcy Court, S.D. Illinois","FB","S.D. Illinois"
"C0215014","J0215","U.S. Circuit Court for the District of Illinois","FA","U.S. Circuit Court for the District of Illinois"
"C0215015","J0215","District Court, D. Illinois","FD","D. Illinois"
"C0215016","J0215","Champaign Circuit Court","ST","Champaign Circuit Court"
"C0215017","J0215","Tazewell County Circuit Court","ST","Tazewell County Circuit Court"
"C0216001","J0216","District Court, N.D. Indiana","FD","N.D. Indiana"
"C0216002","J0216","Indiana Supreme Court","S","Indiana Supreme Court"
"C0216003","J0216","Indiana Tax Court","SS","Indiana Tax Court"
"C0216004","J0216","Indiana Court of Appeals","SA","Indiana Court of Appeals"
"C0216005","J0216","District Court, D. Indiana","FD","D. Indiana"
"C0216006","J0216","Stark Circuit Court","ST","Stark Circuit Court"
"C0216007","J0216","Preble Circuit Court","ST","Preble Circuit Court"
"C0216008","J0216","U.S. Circuit Court for the District of Indiana","FA","U.S. Circuit Court for the District of Indiana"
"C0216009","J0216","District Court, S.D. Indiana","FD","S.D. Indiana"
"C0216010","J0216","Allen Circuit Court","ST","Allen Circuit Court"
"C0216011","J0216","Indiana Superior Court","ST","Indiana Super. Ct."
"C0216012","J0216","United States Bankruptcy Court, N.D. Indiana","FB","N.D. Indiana"
"C0216013","J0216","United States Bankruptcy Court, S.D. Indiana","FB","S.D. Indiana"
"C0216014","J0216","Hamilton Circuit Court","ST","Hamilton Circuit Court"
"C0216015","J0216","Guernsey Circuit Court","ST","Guernsey Circuit Court"
"C0216016","J0216","Perry Circuit Court","ST","Perry Circuit Court"
"C0216017","J0216","Clinton Circuit Court","ST","Clinton Circuit Court"
"C0216018","J0216","Hancock Circuit Court","ST","Hancock Circuit Court"
"C0216019","J0216","Henry Circuit Court","ST","Henry Circuit Court"
"C0216020","J0216","Brown Circuit Court","ST","Brown Circuit Court"
"C0216021","J0216","Clark Circuit Court","ST","Clark Circuit Court"
"C0216022","J0216","Marion County Probate Court","ST","Marion County Probate Court"
"C0216023","J0216","Adams Circuit Court","ST","Adams Circuit Court"
"C0216024","J0216","Wyandot Circuit Court","ST","Wyandot Circuit Court"
